id,contig,og,description,start_coord,end_coord
1191,0,PG0001170_0,Acid_stress_protein_IbaG,3336494,3336963
1192,0,PG0001169_0,UDP-N-acetylglucosamine_1-carboxyvinyltransferase,3335187,3336549
1193,0,PG0001168_0,hypothetical_protein,3334681,3335235
1194,0,PG0001167_0,Octaprenyl_diphosphate_synthase,3333451,3334909
1195,0,PG0001166_0,50S_ribosomal_protein_L21,3333119,3333710
1196,0,PG0001165_0,50S_ribosomal_protein_L27,3332735,3333140
1197,0,PG0001164_0,putative_inner_membrane_transporter_YhbE,3331754,3332862
1198,0,PG0001163_0,GTPase_ObgE/CgtA,3330396,3331770
1199,0,PG0001162_0,D-alanyl-D-alanine_carboxypeptidase_DacB,3328715,3330582
1200,0,PG0001161_0,Transcription_elongation_factor_GreA,3328083,3328963
1201,0,PG0001160_0,RNA-binding_protein_YhbY,3327664,3328239
1202,0,PG0001159_0,Ribosomal_RNA_large_subunit_methyltransferase_E,3326944,3327790
1203,0,PG0001158_0,ATP-dependent_zinc_metalloprotease_FtsH,3324911,3327035
1204,0,PG0001157_0,Dihydropteroate_synthase,3324070,3325001
1205,0,PG0001156_0,Phosphoglucosamine_mutase,3322505,3324063
1206,0,PG0001155_0,Protein-export_membrane_protein_SecG,3321505,3322733
1207,0,PG0003539_0,Putative_phosphoethanolamine_transferase_YhbX,3319980,3322173
1208,0,PG0000364_0,Argininosuccinate_synthase,3318006,3319988
1209,0,PG0000363_0,Ribosome_maturation_factor_RimP,3317526,3318637
1210,0,PG0000362_0,Transcription_termination/antitermination_protein_NusA,3316014,3317554
1211,0,PG0000767_0,Translation_initiation_factor_IF-2,3313178,3316039
1212,0,PG0001154_0,30S_ribosome-binding_factor,3312777,3313342
1213,0,PG0001153_0,tRNA_pseudouridine_synthase_B,3311684,3312777
1214,0,PG0001152_0,30S_ribosomal_protein_S15,3311168,3311833
1215,0,PG0001151_0,Polyribonucleotide_nucleotidyltransferase,3308924,3311415
1216,0,PG0001150_0,Lipoprotein_NlpI,3307860,3309033
1217,0,PG0001149_0,ATP-dependent_RNA_helicase_DeaD,3305817,3308040
1218,0,PG0001148_0,Tryptophan-specific_transport_protein,3304455,3305971
1219,0,PG0001147_0,Limonene_1_2-monooxygenase,3303367,3304573
1220,0,PG0001146_0,hypothetical_protein,3302480,3303448
1221,0,PG0001145_0,putative_protease_YhbU,3301276,3302489
1222,0,PG0001144_0,hypothetical_protein,3300758,3301485
1223,0,PG0001143_0,hypothetical_protein,3300268,3300752
1224,0,PG0001142_0,hypothetical_protein,3299915,3300255
1225,0,PG0001141_0,hypothetical_protein,3299492,3299966
1226,0,PG0003395_0,General_stress_protein_18,3298846,3299472
1227,0,PG0001140_0,hypothetical_protein,3298138,3298974
1228,0,PG0001139_0,Putative_two-component_membrane_permease_complex_subunit_SMU_747c,3296984,3298211
1229,0,PG0001138_0,Osmotically-inducible_protein_Y,3296399,3297098
1230,0,PG0001137_0,DnaA_initiator-associating_protein_DiaA,3295789,3296409
1231,0,PG0001136_0,hypothetical_protein,3295436,3295809
1232,0,PG0001135_0,Penicillin-binding_protein_activator_LpoA,3293335,3295394
1233,0,PG0001134_0,Ribosomal_RNA_small_subunit_methyltransferase_I,3292432,3293400
1234,0,PG0003773_0,putative_fimbrial-like_protein_YraK,3291330,3292475
1235,0,PG0000152_0,Outer_membrane_usher_protein_YraJ,3288785,3291341
1236,0,PG0000241_0,putative_fimbrial_chaperone_YraI,3288010,3288814
1237,0,PG0003941_0,putative_fimbrial-like_protein_YraH,3287025,3288090
1238,0,PG0003319_0,Glucosamine-6-phosphate_deaminase_1,3286269,3287426
1239,0,PG0003188_0,PTS_system_mannose-specific_EIID_component,3285488,3286324
1240,0,PG0003347_0,N-acetylgalactosamine_permease_IIC_component_1,3284646,3285478
1241,0,PG0003187_0,PTS_system_sorbose-specific_EIIB_component,3284003,3284685
1242,0,PG0001133_0,D-tagatose-1_6-bisphosphate_aldolase_subunit_KbaY,3283130,3284170
1243,0,PG0001132_0,Putative_tagatose-6-phosphate_ketose/aldose_isomerase,3281625,3283143
1244,0,PG0000459_0,N-acetylglucosamine-6-phosphate_deacetylase,3281102,3281976
1245,0,PG0001131_0,N-acetylgalactosamine_permease_IIC_component_1,3280690,3281170
1246,0,PG0001130_0,PTS_system_fructose-specific_EIIB_component,3280194,3280701
1247,0,PG0001129_0,D-tagatose-1_6-bisphosphate_aldolase_subunit_KbaZ,3278665,3280217
1248,0,PG0000279_0,Glucitol_operon_repressor,3277801,3278914
1249,0,PG0003523_0,Toxin_YhaV,3277337,3277856
1250,0,PG0003489_0,Antitoxin_PrlF,3276853,3277337
1251,0,PG0000458_0,Galactarate_dehydratase__L-threo-forming_,3274907,3277002
1252,0,PG0000766_0,putative_galactarate_transporter,3273557,3275282
1253,0,PG0001128_0,5-keto-4-deoxy-D-glucarate_aldolase,3272757,3273573
1254,0,PG0001127_0,2-hydroxy-3-oxopropionate_reductase,3271770,3272787
1255,0,PG0001126_0,Glycerate_2-kinase,3269602,3271867
1256,0,PG0003716_0,hypothetical_protein,3268393,3270625
1257,0,PG0003803_0,hypothetical_protein,3267065,3268415
1258,0,PG0000457_0,HTH-type_transcriptional_regulator_TsaR,3266028,3267854
1259,0,PG0001125_0,L-threonine_dehydratase_catabolic_TdcB,3265017,3266127
1260,0,PG0001124_0,Threonine/serine_transporter_TdcC,3263660,3265039
1261,0,PG0001123_0,Propionate_kinase,3262418,3263686
1262,0,PG0002293_0,PFL-like_enzyme_TdcE,3260110,3262452
1263,0,PG0002292_0,Putative_reactive_intermediate_deaminase_TdcF,3259649,3260124
1264,0,PG0002291_0,L-serine_dehydratase_TdcG,3258010,3259721
1265,0,PG0000456_0,putative_serine_transporter,3256651,3258285
1266,0,PG0002290_0,hypothetical_protein,3255207,3256679
1267,0,PG0002289_0,hypothetical_protein,3255020,3255341
1268,0,PG0001122_0,Pirin-like_protein_YhaK,3254214,3255043
1269,0,PG0002288_0,HTH-type_transcriptional_regulator_YhaJ,3253267,3254319
1270,0,PG0003834_0,Inner_membrane_protein_YhaI,3252669,3253318
1271,0,PG0000765_0,Inner_membrane_protein_YhaH,3252010,3252911
1272,0,PG0000455_0,Glutathionyl-hydroquinone_reductase_YqjG,3250954,3252304
1273,0,PG0000764_0,Inner_membrane_protein_YqjF,3250376,3251024
1274,0,PG0000763_0,hypothetical_protein,3250087,3250472
1275,0,PG0000762_0,Inner_membrane_protein_YqjE,3249680,3250077
1276,0,PG0000761_0,hypothetical_protein,3249337,3249683
1277,0,PG0000760_0,hypothetical_protein,3248822,3249375
1278,0,PG0000759_0,Modulator_protein_MzrA,3248435,3248969
1279,0,PG0000758_0,Inner_membrane_protein_YqjA,3247428,3248439
1280,0,PG0000757_0,Putative_L-lactate_dehydrogenase_operon_regulatory_protein,3246522,3247773
1281,0,PG0000756_0,Hexuronate_transporter,3244741,3246652
1282,0,PG0001121_0,Uronate_isomerase,3243314,3245224
1283,0,PG0001120_0,Altronate_dehydratase,3241744,3243329
1284,0,PG0001119_0,Inner_membrane_protein_YgjV,3241188,3241827
1285,0,PG0001118_0,Serine/threonine_transporter_SstT,3239545,3241193
1286,0,PG0001117_0,Inner_membrane_protein_alx,3238297,3239944
1287,0,PG0001116_0,1_5-anhydro-D-fructose_reductase,3237232,3238580
1288,0,PG0000361_0,hypothetical_protein,3236463,3237311
1289,0,PG0000755_0,hypothetical_protein,3235875,3236540
1290,0,PG0000754_0,Ribosomal_RNA_large_subunit_methyltransferase_G,3234455,3235960
1291,0,PG0003899_0,mRNA_interferase_HigB,3234144,3234739
1292,0,PG0000125_0,Antitoxin_HigA,3233683,3234141
1293,0,PG0001115_0,2_4-dienoyl-CoA_reductase_[NADPH],3231239,3233728
1294,0,PG0000753_0,Glucosidase_YgjK,3228871,3231665
1295,0,PG0001114_0,hypothetical_protein,3227667,3228888
1296,0,PG0000454_0,Inner_membrane_transporter_YgjI,3226171,3227801
1297,0,PG0000752_0,Evolved_beta-galactosidase_subunit_beta,3225725,3226234
1298,0,PG0001113_0,Evolved_beta-galactosidase_subunit_alpha,3222449,3225722
1299,0,PG0001112_0,HTH-type_transcriptional_regulator_LacR,3221247,3222633
1300,0,PG0001111_0,tRNA-binding_protein_YgjH,3220873,3221466
1301,0,PG0001110_0,Putrescine_aminotransferase,3219076,3220915
1302,0,PG0001109_0,Aerotaxis_receptor,3217402,3219383
1303,0,PG0001108_0,Transcriptional_regulator_YqjI,3216491,3217556
1304,0,PG0001107_0,NADPH-dependent_ferric-chelate_reductase,3215473,3216779
1305,0,PG0000751_0,G/U_mismatch-specific_DNA_glycosylase,3214888,3215727
1306,0,PG0000750_0,RNA_polymerase_sigma_factor_RpoD,3212852,3214967
1307,0,PG0000749_0,DNA_primase,3210996,3213047
1308,0,PG0000748_0,30S_ribosomal_protein_S21,3210543,3211107
1309,0,PG0000747_0,tRNA_N6-adenosine_threonylcarbamoyltransferase,3209487,3210781
1310,0,PG0000360_0,L-tartrate/succinate_antiporter,3207976,3209530
1311,0,PG0000746_0,L_+_-tartrate_dehydratase_subunit_beta,3207374,3208024
1312,0,PG0000745_0,L_+_-tartrate_dehydratase_subunit_alpha,3206256,3207371
1313,0,PG0000453_0,HTH-type_transcriptional_regulator_DmlR,3205311,3206463
1314,0,PG0000744_0,putative_glycerol-3-phosphate_acyltransferase,3204589,3205324
1315,0,PG0000743_0,Dihydroneopterin_aldolase,3204131,3204694
1316,0,PG0000742_0,Undecaprenyl-diphosphatase,3203129,3204221
1317,0,PG0000741_0,Multifunctional_CCA_protein,3201827,3203310
1318,0,PG0000740_0,hypothetical_protein,3200965,3201891
1319,0,PG0000739_0,Inorganic_triphosphatase,3199641,3201207
1320,0,PG0000452_0,Bifunctional_glutamine_synthetase_adenylyltransferase/adenylyl-removing_enzyme,3196753,3199664
1321,0,PG0000738_0,Bifunctional_protein_HldE,3194525,3196801
1322,0,PG0000359_0,Inner_membrane_protein_YqiK,3192837,3195320
1323,0,PG0000737_0,Inner_membrane_protein_YqiJ,3191939,3192864
1324,0,PG0000451_0,Surface_composition_regulator,3191696,3192208
1325,0,PG0004042_0,hypothetical_protein,3190630,3191739
1326,0,PG0003787_0,Chaperone_protein_PapD,3189865,3190632
1327,0,PG0000094_1,Outer_membrane_usher_protein_PapC,3187415,3189881
1328,0,PG0000026_5,hypothetical_protein,3186552,3187400
1329,0,PG0000035_4,hypothetical_protein,3185965,3186510
1330,0,PG0000098_1,putative_fimbrial-like_protein_YbgD,3185130,3186187
1331,0,PG0001106_0,hypothetical_protein,3184466,3185414
1332,0,PG0000736_0,3_4-dihydroxy-2-butanone_4-phosphate_synthase,3183551,3184840
1333,0,PG0001105_0,hypothetical_protein,3183323,3183813
1334,0,PG0000735_0,Zinc_transporter_ZupT,3182434,3183381
1335,0,PG0000734_0,4_5-DOPA_dioxygenase_extradiol,3181581,3182550
1336,0,PG0000733_0,Putative_acid--amine_ligase_YgiC,3180415,3181619
1337,0,PG0000732_0,hypothetical_protein,3179596,3180421
1338,0,PG0000731_0,Outer_membrane_protein_TolC,3177910,3179744
1339,0,PG0000730_0,ADP-ribose_pyrophosphatase,3177280,3178115
1340,0,PG0000729_0,hypothetical_protein,3176833,3177281
1341,0,PG0000728_0,3'_5'-cyclic_adenosine_monophosphate_phosphodiesterase_CpdA,3176006,3176858
1342,0,PG0000727_0,hypothetical_protein,3175396,3176006
1343,0,PG0000726_0,DNA_topoisomerase_4_subunit_B,3173456,3175425
1344,0,PG0000725_0,putative_quinol_monooxygenase_YgiN,3173111,3173504
1345,0,PG0000724_0,Modulator_of_drug_activity_B,3171833,3173142
1346,0,PG0001104_0,Sensor_protein_QseC,3170487,3172530
1347,0,PG0001103_0,Transcriptional_regulatory_protein_QseB,3169676,3170484
1348,0,PG0001102_0,hypothetical_protein,3169231,3169828
1349,0,PG0000723_0,DNA_gyrase_inhibitor,3168544,3169284
1350,0,OG0004351,mRNA_interferase_MqsR,3168248,3168544
1351,0,OG0004350,Antitoxin_MqsA,3167851,3168246
1352,0,PG0003909_0,putative_deoxycholate-binding_periplasmic_protein_YgiS,3165973,3167851
1353,0,PG0000722_0,DNA_topoisomerase_4_subunit_A,3163481,3166111
1354,0,PG0000721_0,1-acyl-sn-glycerol-3-phosphate_acyltransferase,3162669,3163715
1355,0,PG0000720_0,Cell_division_protein_FtsP,3161146,3162744
1356,0,PG0000450_0,Ribosomal_protein_S12_methylthiotransferase_RimO,3158884,3161257
1357,0,PG0000719_0,Major_outer_membrane_lipoprotein_Lpp,3158576,3158927
1358,0,PG0000324_0,hypothetical_protein,3157450,3158627
1359,0,PG0000718_0,2_5-diketo-D-gluconic_acid_reductase_A,3156518,3157650
1360,0,PG0000717_0,Alcohol_dehydrogenase_YqhD,3155218,3156623
1361,0,PG0000716_0,RCS-specific_HTH-type_transcriptional_activator_RclR,3154222,3155355
1362,0,PG0000715_0,Inner_membrane_protein_YghB,3153423,3154262
1363,0,PG0000714_0,Cystathionine_beta-lyase_MetC,3151984,3153563
1364,0,PG0000713_0,Biopolymer_transport_protein_ExbB,3151243,3152236
1365,0,PG0000712_0,Biopolymer_transport_protein_ExbD,3150546,3151250
1366,0,PG0000358_0,putative_oxidoreductase_YghA,3149471,3150818
1367,0,PG0000357_0,hypothetical_protein,3148937,3149662
1368,0,PG0000356_0,L-glyceraldehyde_3-phosphate_reductase,3147740,3148977
1369,0,PG0004544_0,hypothetical_protein,3147619,3147897
1370,0,PG0000131_0,hypothetical_protein,3146737,3147597
1371,0,PG0000449_0,hypothetical_protein,3146261,3146856
1372,0,PG0000355_0,Hydrogenase-2_small_chain,3145140,3146450
1373,0,PG0000448_0,Formate_dehydrogenase__nitrate-inducible__iron-sulfur_subunit,3144164,3145143
1374,0,PG0000711_0,putative_Ni/Fe-hydrogenase_2_b-type_cytochrome_subunit,3142989,3144154
1375,0,PG0000354_0,Hydrogenase-2_large_chain,3141286,3142986
1376,0,PG0002287_0,Hydrogenase_2_maturation_protease,3140799,3141286
1377,0,PG0001101_0,Hydrogenase-2_operon_protein_HybE,3140318,3140792
1378,0,PG0001100_0,hydrogenase_nickel_incorporation_protein_HypA,3139964,3140311
1379,0,PG0001099_0,Hydrogenase-2_operon_protein_HybG,3139593,3139977
1380,0,PG0002286_0,Disulfide-bond_oxidoreductase_YghU,3138522,3139716
1381,0,PG0002285_0,Bifunctional_glutathionylspermidine_synthetase/amidase,3136371,3138727
1382,0,PG0003488_0,Low-affinity_inorganic_phosphate_transporter_1,3134823,3136663
1383,0,PG0003680_0,Thymidylate_kinase,3133942,3134872
1384,0,PG0003692_0,hypothetical_protein,3133212,3134131
1385,0,PG0003691_0,Thymidylate_kinase,3132408,3133244
1386,0,PG0003710_0,Inner_membrane_protein_YghQ,3131194,3132454
1387,0,PG0000042_9,hypothetical_protein,3130179,3131341
1388,0,PG0003728_0,hypothetical_protein,3129036,3130214
1389,0,PG0003727_0,Glc_operon_transcriptional_activator,3128021,3129043
1390,0,PG0003720_0,putative_FAD-linked_oxidoreductase,3126522,3128272
1391,0,PG0003719_0,putative_FAD-linked_oxidoreductase,3125459,3126522
1392,0,PG0003726_0,Lactate_utilization_protein_A,3124231,3125470
1393,0,PG0003700_0,hypothetical_protein,3123805,3124236
1394,0,PG0003718_0,Malate_synthase_G,3121279,3123827
1395,0,PG0003752_0,Glycolate_permease_GlcA,3119112,3121634
1396,0,PG0003833_0,hypothetical_protein,3114352,3119597
1397,0,PG0003933_0,Leader_peptidase_PppA,3113477,3114550
1398,0,PG0003926_0,hypothetical_protein,3112908,3113543
1399,0,PG0003907_0,Type_II_secretion_system_protein_C,3111970,3113067
1400,0,PG0003870_0,Type_II_secretion_system_protein_L,3111126,3112054
1401,0,PG0003861_0,Type_II_secretion_system_protein_M,3110260,3111128
1402,0,PG0001098_0,putative_membrane_protein_YdfK,3109155,3110590
1403,0,OG0002284,Constitutive_ornithine_decarboxylase,3107020,3109155
1404,0,PG0000710_0,Nucleoside_permease_NupG,3105512,3107020
1405,0,OG0002283,Membrane-bound_lytic_murein_transglycosylase_C,3104433,3105512
1406,0,OG0002282,putative_Fe_2+_-trafficking_protein,3104093,3104368
1407,0,OG0002281,Adenine_DNA_glycosylase,3103013,3104065
1408,0,OG0002280,tRNA__guanine-N_7_-_-methyltransferase,3102133,3102852
1409,0,OG0002279,hypothetical_protein,3101807,3102133
1410,0,OG0002278,hypothetical_protein,3100904,3101623
1411,0,PG0000291_0,L-asparaginase_2,3099565,3100904
1412,0,OG0002277,hypothetical_protein,3098558,3099565
1413,0,OG0002276,Oxygen-independent_coproporphyrinogen-III_oxidase-like_protein_YqeR,3097267,3098403
1414,0,OG0002275,dITP/XTP_pyrophosphatase,3096681,3097274
1415,0,OG0002274,hypothetical_protein,3096383,3096673
1416,0,PG0000709_0,hypothetical_protein,3095802,3096383
1417,0,OG0002273,hypothetical_protein,3095098,3095802
1418,0,OG0002272,Twitching_mobility_protein,3094100,3095080
1419,0,OG0002271,Putative_pre-16S_rRNA_nuclease,3093500,3093916
1420,0,PG0001097_0,hypothetical_protein,3092828,3093500
1421,0,OG0002270,Glutathione_synthetase,3091878,3092828
1422,0,OG0002269,Ribosomal_RNA_small_subunit_methyltransferase_E,3091134,3091865
1423,0,OG0003318,Endonuclease-1,3090347,3091054
1424,0,OG0002268,Protein_SprT,3089797,3090252
1425,0,PG0000708_0,Galactose-proton_symporter,3087860,3089797
1426,0,OG0002267,S-adenosylmethionine_synthase,3086706,3087860
1427,0,PG0003365_0,hypothetical_protein,3085911,3086706
1428,0,OG0002266,Biosynthetic_arginine_decarboxylase,3083935,3085911
1429,0,OG0002265,Agmatinase,3082877,3083797
1430,0,OG0002264,Metalloprotease_LoiP,3081913,3082671
1431,0,OG0002263,Transketolase_1,3079644,3081635
1432,0,OG0003273,Mannitol-specific_cryptic_phosphotransferase_enzyme_IIA_component,3078887,3079330
1433,0,OG0003186,PTS_system_mannitol-specific_EIICB_component,3077471,3078859
1434,0,PG0001096_0,Alcohol_dehydrogenase,3076182,3077471
1435,0,OG0003595,Fructose-1_6-bisphosphatase_2_class_2,3075217,3076182
1436,0,OG0002262,Mannitol_operon_repressor,3074686,3075195
1437,0,PG0001095_0,Pantothenate_kinase,3073691,3074686
1438,0,OG0002261,D-erythrose-4-phosphate_dehydrogenase,3072672,3073691
1439,0,OG0002260,Phosphoglycerate_kinase,3071459,3072622
1440,0,OG0002259,Fructose-bisphosphate_aldolase_class_2,3070165,3071244
1441,0,OG0002258,Small-conductance_mechanosensitive_channel,3068947,3069807
1442,0,OG0002257,Arginine_exporter_protein_ArgO,3068173,3068808
1443,0,OG0002256,26_kDa_periplasmic_immunogenic_protein,3067340,3068080
1444,0,PG0000136_0,HTH-type_transcriptional_regulator_CynR,3066280,3067340
1445,0,PG0003740_0,Propionyl-CoA_succinate_CoA_transferase,3064778,3066277
1446,0,OG0003772,Methylmalonyl-CoA_decarboxylase,3063993,3064778
1447,0,OG0003771,GTPase_ArgK,3062987,3063982
1448,0,PG0000251_0,Methylmalonyl-CoA_mutase,3060646,3062987
1449,0,OG0002255,HTH-type_transcriptional_regulator_ArgP,3059753,3060646
1450,0,OG0003867,hypothetical_protein,3059381,3059611
1451,0,OG0002254,Ribose-5-phosphate_isomerase_A,3058666,3059325
1452,0,OG0002253,D-3-phosphoglycerate_dehydrogenase,3057178,3058410
1453,0,PG0001094_0,5-formyltetrahydrofolate_cyclo-ligase,3055941,3057178
1454,0,OG0002252,Cell_division_protein_ZapA,3055612,3055941
1455,0,OG0002251,hypothetical_protein,3054866,3055444
1456,0,OG0002250,Xaa-Pro_aminopeptidase,3053515,3054840
1457,0,OG0002249,2-octaprenyl-6-methoxyphenol_hydroxylase,3052340,3053518
1458,0,OG0002248,2-octaprenylphenol_hydroxylase,3051115,3052317
1459,0,OG0002247,Aminomethyltransferase,3049573,3050667
1460,0,OG0002246,Glycine_cleavage_system_H_protein,3049160,3049549
1461,0,OG0002245,Glycine_dehydrogenase__decarboxylating_,3046168,3049041
1462,0,OG0004147,3-oxoacyl-[acyl-carrier-protein]_reductase_FabG,3045158,3045901
1463,0,OG0002244,6-phospho-beta-glucosidase_BglA,3043668,3045101
1464,0,OG0002243,hypothetical_protein,3043312,3043623
1465,0,OG0002242,hypothetical_protein,3042489,3043148
1466,0,OG0002241,tRNA-modifying_protein_YgfZ,3041313,3042293
1467,0,OG0002240,FAD_assembly_factor_SdhE,3040804,3041070
1468,0,OG0002239,Inner_membrane_protein_YgfX,3040416,3040823
1469,0,OG0002238,Flavodoxin_2,3039855,3040376
1470,0,OG0002237,Tyrosine_recombinase_XerD,3038847,3039743
1471,0,OG0002236,Thiol_disulfide_interchange_protein_DsbC,3038112,3038822
1472,0,PG0001093_0,Single-stranded-DNA-specific_exonuclease_RecJ,3036065,3038112
1473,0,OG0002235,Peptide_chain_release_factor_RF2,3035184,3036065
1474,0,OG0002234,Lysine--tRNA_ligase,3033657,3035174
1475,0,OG0003060,Isopentenyl-diphosphate_Delta-isomerase,3033065,3033613
1476,0,OG0003059,hypothetical_protein,3032817,3032942
1477,0,PG0002233_0,Uric_acid_transporter_UacT,3030931,3032817
1478,0,OG0003185,Glutamate_synthase_[NADPH]_small_chain,3029012,3030931
1479,0,OG0003184,Hydrogenase-4_component_A,3028524,3029012
1480,0,PG0002232_0,Guanine/hypoxanthine_permease_GhxQ,3027085,3028524
1481,0,PG0003183_0,Guanine_deaminase,3025751,3027121
1482,0,OG0003182,Xanthine_permease_XanQ,3024351,3025751
1483,0,OG0003181,Putative_xanthine_dehydrogenase_molybdenum-binding_subunit_XdhA,3021316,3024186
1484,0,OG0003180,Caffeine_dehydrogenase_subunit_beta,3020540,3021319
1485,0,PG0003058_0,8-oxoguanine_deaminase,3019158,3020540
1486,0,OG0003179,NADPH-Fe_3+__oxidoreductase_subunit_beta,3016060,3019158
1487,0,OG0003178,Molybdenum_cofactor_cytidylyltransferase,3015160,3015738
1488,0,OG0003177,hypothetical_protein,3014287,3015057
1489,0,OG0003176,putative_xanthine_dehydrogenase_subunit_A,3012614,3014239
1490,0,PG0002231_0,Carbamate_kinase_1,3011413,3012614
1491,0,OG0003175,D-phenylhydantoinase,3010028,3011413
1492,0,OG0003174,Acetylornithine_deacetylase,3008764,3009975
1493,0,OG0003173,Diaminopropionate_ammonia-lyase,3007510,3008706
1494,0,PG0002230_0,Ornithine_carbamoyltransferase,3005786,3007510
1495,0,PG0001092_0,Limonene_hydroxylase,3003968,3006265
1496,0,OG0002229,Nicotinate_dehydrogenase_small_FeS_subunit,3003489,3003968
1497,0,OG0002228,Nicotinate_dehydrogenase_FAD-subunit,3002614,3003492
1498,0,PG0000305_0,Putative_xanthine_dehydrogenase_molybdenum-binding_subunit_XdhA,2999891,3002614
1499,0,OG0002227,Murein_hydrolase_activator_NlpD,2999136,2999891
1500,0,PG0003172_0,hypothetical_protein,2997600,2999136
1501,0,PG0000035_3,hypothetical_protein,2997277,2998034
1502,0,PG0000026_4,hypothetical_protein,2996020,2997235
1503,0,OG0004651,hypothetical_protein,2995748,2996020
1504,0,OG0004030,hypothetical_protein,2995314,2995745
1505,0,OG0004234,hypothetical_protein,2994937,2995092
1506,0,OG0003966,Virulence_factors_putative_positive_transcription_regulator_BvgA,2994460,2994903
1507,0,PG0003522_0,hypothetical_protein,2993856,2994460
1508,0,OG0003961,hypothetical_protein,2993638,2993856
1509,0,PG0003918_0,Transcriptional_regulator_HilA,2991759,2993638
1510,0,PG0003898_0,Chaperone_protein_SicA,2991000,2992094
1511,0,OG0003945,hypothetical_protein,2990554,2991000
1512,0,OG0003940,hypothetical_protein,2989935,2990360
1513,0,OG0003939,hypothetical_protein,2989819,2989959
1514,0,PG0003921_0,hypothetical_protein,2989311,2989819
1515,0,PG0003932_0,hypothetical_protein,2988381,2989304
1516,0,OG0004033,hypothetical_protein,2988250,2988381
1517,0,PG0003845_0,HTH-type_transcriptional_regulator_EcpR,2987076,2988250
1518,0,PG0001091_0,Inner_membrane_transport_protein_YqeG,2985592,2987536
1519,0,OG0002226,Acetyl-CoA_acetyltransferase,2984411,2985592
1520,0,OG0002225,4-deoxy-L-threo-5-hexosulose-uronate_ketol-isomerase,2983288,2984124
1521,0,OG0002224,2-dehydro-3-deoxy-D-gluconate_5-dehydrogenase,2982497,2983258
1522,0,OG0002223,Arabinose-proton_symporter,2980764,2982182
1523,0,OG0002222,Aspartate_racemase,2979943,2980635
1524,0,OG0002221,HTH-type_transcriptional_activator_CmpR,2979021,2979956
1525,0,PG0001090_0,Diaminopimelate_decarboxylase,2977630,2979021
1526,0,PG0001089_0,HTH-type_transcriptional_regulator_GalR,2976014,2977637
1527,0,PG0000447_0,Bifunctional_protein_Aas,2973862,2976599
1528,0,OG0002220,Lysophospholipid_transporter_LplT,2972669,2973862
1529,0,OG0002219,General_stress_protein_69,2971597,2972637
1530,0,OG0002218,putative_lipoprotein_YgdR,2971271,2971489
1531,0,OG0002217,hypothetical_protein,2970420,2971133
1532,0,OG0002216,DNA_mismatch_repair_protein_MutH,2969662,2970351
1533,0,OG0002215,hypothetical_protein,2969330,2969476
1534,0,OG0002214,RNA_pyrophosphohydrolase,2968447,2968977
1535,0,OG0002213,Phosphoenolpyruvate-dependent_phosphotransferase_system,2966188,2968434
1536,0,OG0002212,Prolipoprotein_diacylglyceryl_transferase,2965162,2966037
1537,0,OG0002211,Thymidylate_synthase,2964361,2965155
1538,0,OG0002210,hypothetical_protein,2963707,2964177
1539,0,PG0001088_0,hypothetical_protein,2963156,2963707
1540,0,OG0002209,hypothetical_protein,2962749,2963156
1541,0,OG0003057,hypothetical_protein,2962441,2962764
1542,0,OG0002208,RecBCD_enzyme_subunit_RecC,2959060,2962428
1543,0,OG0002207,Protease_3,2955996,2958884
1544,0,OG0002206,RecBCD_enzyme_subunit_RecB,2952461,2956003
1545,0,OG0002205,RecBCD_enzyme_subunit_RecD,2950635,2952461
1546,0,OG0002204,Amino-acid_acetyltransferase,2949242,2950573
1547,0,PG0001087_0,N-acetylmuramoyl-L-alanine_amidase_AmiC,2947178,2949242
1548,0,OG0002203,Membrane-bound_lytic_murein_transglycosylase_A,2946081,2947178
1549,0,OG0002202,tRNA_threonylcarbamoyladenosine_dehydratase,2945036,2945842
1550,0,OG0002201,Sulfur_acceptor_protein_CsdE,2944542,2944985
1551,0,OG0002200,Cysteine_desulfurase_CsdA,2943337,2944542
1552,0,OG0002199,putative_lipoprotein_YgdR,2942918,2943145
1553,0,OG0002198,Glycine_cleavage_system_transcriptional_activator,2941650,2942567
1554,0,OG0002197,hypothetical_protein,2941236,2941631
1555,0,OG0002196,Ribosomal_RNA_large_subunit_methyltransferase_M,2940143,2941243
1556,0,OG0002195,Glycerol-3-phosphate_regulon_repressor,2939368,2940099
1557,0,OG0002194,L-fucose_mutarotase,2938888,2939310
1558,0,OG0002193,L-fuculokinase,2937468,2938886
1559,0,OG0002192,L-fucose_isomerase,2935584,2937359
1560,0,PG0003553_0,L-fucose-proton_symporter,2933688,2935584
1561,0,OG0002191,L-fuculose_phosphate_aldolase,2933041,2933688
1562,0,OG0002190,Lactaldehyde_reductase,2931865,2933013
1563,0,OG0002189,Flap_endonuclease_Xni,2931055,2931810
1564,0,PG0001086_0,L-serine_dehydratase_2,2929518,2931055
1565,0,PG0001085_0,Serine_transporter,2927672,2929576
1566,0,OG0002188,hypothetical_protein,2926308,2927672
1567,0,OG0002187,NADPH-dependent_7-cyano-7-deazaguanine_reductase,2925348,2926196
1568,0,OG0002186,Protein_Syd,2924735,2925280
1569,0,OG0002185,hypothetical_protein,2923784,2924113
1570,0,OG0002184,tRNA_pseudouridine_synthase_C,2923002,2923784
1571,0,OG0002183,Sulfite_reductase_[NADPH]_flavoprotein_alpha-component,2922535,2922984
