organism=Escherichia_coli_300_genomes	genome=GCF_000284495.1_ASM28449v1	contig=NC_011993.1
982892	OG0000628	0.27499999999999997	-
984501	OG0000629	0.5250000000000001	-
985953	OG0000346	0.4500000000000001	-
987222	OG0000925	0.4000000000000001	-
987866	OG0000926	0.325	-
988356	OG0000927	0.35000000000000003	-
988980	OG0000425	0.35000000000000003	-
990315	OG0000928	0.37500000000000006	-
991667	OG0000630	0.4250000000000001	-
992294	OG0003744	0.47500000000000014	-
993075	OG0000929	1.1749999999999998	+
994322	OG0000930	1.5999999999999983	+
994908	OG0003612	0.9500000000000004	+
995580	OG0000931	0.8250000000000004	+
997543	OG0000301	1.999999999999997	+
1000574	OG0004723	5.325000000000008	+
1000857	OG0004215	8.150000000000048	+
1001235	OG0004521	11.225000000000092	+
1001775	OG0000046	13.600000000000126	+
1002454	OG0003735	15.30000000000015	+
1002984	OG0003708	15.725000000000156	+
1003987	OG0005206	13.92500000000013	+
1004667	OG0004203	13.10000000000012	+
1005274	OG0006854	12.200000000000106	+
1005462	OG0006074	15.125000000000147	+
1005598	OG0005947	16.90000000000011	+
1006147	OG0006200	17.175000000000093	+
1006556	OG0005713	17.100000000000097	+
1006840	OG0004503	18.325000000000028	+
1007572	OG0000126	15.750000000000156	+
1008216	OG0000189	14.150000000000134	+
1008564	OG0004504	15.35000000000015	+
1008870	OG0006073	13.20000000000012	+
1009512	OG0005113	13.27500000000012	+
1010641	OG0004567	14.850000000000144	+
1011777	OG0004636	14.025000000000132	+
1012026	OG0006519	12.50000000000011	+
1012336	OG0004028	15.200000000000149	+
1012917	OG0006143	12.750000000000114	+
1013182	OG0004726	12.650000000000112	+
1013641	OG0004274	12.275000000000109	+
1014742	OG0004273	10.700000000000085	+
1016051	OG0004748	9.200000000000063	+
1016435	OG0003503	8.775000000000057	+
1017171	OG0004282	9.500000000000068	+
1017709	OG0004046	9.550000000000068	+
1018340	OG0009733	7.850000000000044	+
1018686	OG0005096	8.525000000000054	+
1018898	OG0007395	6.8250000000000295	+
1019223	OG0005449	7.700000000000042	+
1020137	OG0004763	7.625000000000041	+
1021927	OG0005004	5.600000000000012	+
1023428	OG0005313	4.349999999999994	+
1024517	OG0006510	3.7249999999999903	+
1025288	OG0006511	3.7499999999999902	+
1025597	OG0005005	4.099999999999991	+
1026556	OG0005006	3.1999999999999926	+
1027741	OG0004535	2.9499999999999935	+
1028445	OG0005070	2.549999999999995	+
1029022	OG0004469	2.9999999999999933	+
1030072	OG0004357	3.124999999999993	+
1031764	OG0004601	3.7249999999999903	+
1033096	OG0006512	3.7249999999999903	+
1033683	OG0006803	3.699999999999991	+
1034035	OG0004262	3.324999999999992	+
1035507	OG0004519	1.9249999999999972	+
1038211	OG0000631	0.9750000000000004	+
1039044	OG0000932	0.7500000000000003	-
1040106	OG0000933	0.8000000000000004	-
1041965	OG0000632	0.7000000000000003	-
1043534	OG0000934	0.6250000000000002	-
1044342	OG0000935	0.6500000000000002	-
1044955	OG0000936	0.8250000000000004	+
1046570	OG0000937	0.8500000000000004	+
1047342	OG0000938	0.7250000000000003	-
1047775	OG0000633	0.8000000000000004	-
1048532	OG0000274	0.7250000000000003	-
1049366	OG0000227	0.5000000000000001	-
1050298	OG0000426	0.225	-
1050851	OG0000634	0.15	-
1051556	OG0000939	0.1	-
1052157	OG0000940	0.05	-
1052709	OG0000941	0.07500000000000001	-
1053599	OG0000427	0.07500000000000001	-
1054752	OG0000942	0.175	-
1057092	OG0000316	0.27499999999999997	-
1060250	OG0000943	0.8250000000000004	+
1061639	OG0002826	0.7000000000000003	-
1062675	OG0002827	0.4250000000000001	-
1063880	OG0002828	0.5500000000000002	-
1065015	OG0004540	0.5750000000000002	-
1065536	OG0001633	0.8000000000000004	-
1066186	OG0003627	0.7250000000000003	-
1067057	OG0003601	0.7500000000000003	-
1068722	OG0003613	0.8000000000000004	-
1070951	OG0003527	1.0500000000000005	+
1073434	OG0003678	1.4499999999999988	+
1074167	OG0004985	1.3749999999999991	+
1075013	OG0003238	1.6249999999999982	+
1075905	OG0003297	0.47500000000000014	-
1076575	OG0003332	0.025	-
1077184	OG0003333	0.05	-
1077926	OG0003334	0.1	-
1078578	OG0003358	0.07500000000000001	-
1079005	OG0003359	0.07500000000000001	-
1079530	OG0003335	0.125	-
1080835	OG0003377	0.15	-
1081331	OG0003378	0.1	-
1081784	OG0003336	0.1	-
1082226	OG0003557	0.07500000000000001	-
1082743	OG0002829	0.05	-
1083692	OG0002830	0.05	-
1085019	OG0000944	0.1	-
1086776	OG0002831	0.2	-
1088806	OG0001634	0.125	-
1090348	OG0002832	0.05	-
1090650	OG0002833	0.4000000000000001	-
1091533	OG0000635	0.4000000000000001	-
1092778	OG0002834	0.4000000000000001	-
1093989	OG0002835	0.05	-
1094844	OG0001635	0.05	-
1095419	OG0002836	0.05	-
1096020	OG0003109	0.025	-
1096684	OG0002837	0.05	-
1097485	OG0002838	0.07500000000000001	-
1098744	OG0002839	0.125	-
1099653	OG0002840	0.07500000000000001	-
1100390	OG0002841	0	-
1101382	OG0002842	0.025	-
1102514	OG0003110	0.025	-
1103140	OG0002843	0.05	-
1103927	OG0002844	0.025	-
1105266	OG0002845	0.025	-
1106282	OG0003111	0.05	-
1106641	OG0003112	0.05	-
1107193	OG0003113	0.025	-
1107886	OG0003114	0.025	-
1108300	OG0003115	0.025	-
1108861	OG0003116	0.05	-
1109836	OG0003117	0.07500000000000001	-
1110836	OG0003118	0.1	-
1111777	OG0002846	0.07500000000000001	-
1112570	OG0003119	0.07500000000000001	-
1113479	OG0002847	0.07500000000000001	-
1114498	OG0001636	0.07500000000000001	-
1115856	OG0003120	0.125	-
1117167	OG0003121	0.24999999999999997	-
1119431	OG0001637	0.24999999999999997	-
1122076	OG0002848	0.1	-
1122978	OG0002849	0	-
1123710	OG0002850	0	-
1124109	OG0002851	0	-
1124827	OG0002852	0	-
1125891	OG0002853	0.05	-
1126848	OG0002854	0.05	-
1127693	OG0002855	0	-
1128389	OG0002856	0	-
1129215	OG0002857	0.05	-
1130360	OG0002858	0.05	-
1131279	OG0002859	0.025	-
1132100	OG0002860	0.05	-
1132920	OG0001638	0.05	-
1133831	OG0002861	0.1	-
1135241	OG0002862	0.175	-
1137112	OG0000347	0.175	-
1138720	OG0002863	0.125	-
1139103	OG0002864	0	-
1139614	OG0002865	0	-
1140328	OG0002866	0	-
1141263	OG0002867	0	-
1142070	OG0002868	0.025	-
1143393	OG0002869	0.1	-
1144541	OG0002870	0.1	-
1145189	OG0000945	0.025	-
1145874	OG0002871	0.05	-
1146565	OG0002872	0.05	-
1148938	OG0002873	0.05	-
1151301	OG0002874	0.05	-
1152698	OG0002875	0.07500000000000001	-
1153641	OG0001639	0.05	-
1154617	OG0002876	0.05	-
1155720	OG0000250	0.07500000000000001	-
1156602	OG0002877	0.24999999999999997	-
1157545	OG0003723	0.175	-
1158166	OG0003745	0.1	-
1158978	OG0002878	0.1	-
1159895	OG0002879	0.4500000000000001	-
1160717	OG0000946	0.7750000000000004	-
1161698	OG0000947	0.6250000000000002	-
1163129	OG0000636	0.6000000000000002	-
1164351	OG0000948	1.1999999999999995	+
1165718	OG0000949	1.399999999999999	+
1166783	OG0001640	0.8500000000000004	+
1167974	OG0000950	0.6500000000000002	-
1168983	OG0000951	0.5500000000000002	-
1169893	OG0000952	0.5250000000000001	-
1170730	OG0000953	0.5750000000000002	-
1171297	OG0000954	0.7750000000000004	-
1172421	OG0000955	1.3249999999999993	+
1174410	OG0004281	2.5999999999999948	+
1174787	OG0004032	3.4999999999999916	+
1175379	OG0003972	4.374999999999995	+
1175638	OG0003872	4.800000000000001	+
1175819	OG0003683	5.45000000000001	+
1176247	OG0000169	5.375000000000009	+
1176976	OG0003586	5.225000000000007	+
1177523	OG0003884	6.500000000000025	+
1177850	OG0003712	7.200000000000035	+
1178685	OG0009504	6.775000000000029	+
1179471	OG0008743	6.600000000000026	+
1180347	OG0004040	8.27500000000005	+
1181021	OG0004037	7.225000000000035	+
1181435	OG0004398	7.325000000000037	+
1182219	OG0003533	7.275000000000036	+
1183068	OG0003702	7.57500000000004	+
1183567	OG0003901	7.700000000000042	+
1185137	OG0004136	8.100000000000048	+
1186771	OG0005753	7.975000000000046	+
1187968	OG0004036	8.475000000000053	+
1188281	OG0004052	6.375000000000023	+
1189076	OG0003988	6.750000000000028	+
1189422	OG0000100	7.025000000000032	+
1192125	OG0007290	6.550000000000026	+
1193549	OG0003732	7.650000000000041	+
1194340	OG0004639	6.925000000000031	+
1194802	OG0004923	6.575000000000026	+
1195728	OG0000097	7.500000000000039	+
1196938	OG0000071	7.050000000000033	+
1198001	OG0000104	6.8250000000000295	+
1198901	OG0000090	6.375000000000023	+
1200348	OG0000095	6.500000000000025	+
1201190	OG0000103	6.15000000000002	+
1201924	OG0000101	6.075000000000019	+
1202676	OG0003827	6.500000000000025	+
1203062	OG0000144	5.950000000000017	+
1205196	OG0000088	5.675000000000013	+
1207096	OG0000052	6.025000000000018	+
1209849	OG0000029	5.550000000000011	+
1214561	OG0000030	4.825000000000001	+
1218087	OG0004755	2.3999999999999955	+
1218941	OG0004756	0.9750000000000004	+
1219780	OG0004733	0.8000000000000004	-
1220651	OG0004741	0.9500000000000004	+
1222186	OG0005293	1.15	+
1222765	OG0005068	1.2249999999999996	+
1223113	OG0004465	1.4749999999999988	+
1224441	OG0003619	0.8500000000000004	+
1225617	OG0003587	0.7000000000000003	-
1226655	OG0003646	0.7000000000000003	-
1227250	OG0003654	0.7250000000000003	-
1227620	OG0003632	1.15	+
1228595	OG0003589	1.5249999999999986	+
1229772	OG0004393	1.8499999999999976	+
1230373	OG0004078	2.224999999999996	+
1230938	OG0000032	1.8749999999999971	+
1231425	OG0003602	1.8499999999999976	+
1231742	OG0003603	0.8750000000000004	+
1232700	OG0003876	0.8750000000000004	+
1233367	OG0000637	0.5000000000000001	-
1233910	OG0000638	0.125	-
1234687	OG0000639	0.125	-
1235739	OG0000640	0.15	-
1236226	OG0000641	0.175	-
1236815	OG0000642	0.175	-
1237363	OG0000643	0.15	-
1238008	OG0000644	0.225	-
1239233	OG0000645	0.37500000000000006	-
1240077	OG0000232	0.27499999999999997	-
1241021	OG0000956	0.15	-
1242202	OG0000957	0.025	-
1243554	OG0000958	0.05	-
1244843	OG0000959	0.1	-
1246588	OG0000960	0.325	-
1247782	OG0000646	1.1	+
1249242	OG0000647	1.5749999999999984	+
1250662	OG0000428	0.7500000000000003	-
1251524	OG0000648	0.8000000000000004	-
1252199	OG0003387	0.5000000000000001	-
1252894	OG0003388	0.7750000000000004	-
1254056	OG0004388	0.7500000000000003	-
1255494	OG0004389	0.6750000000000003	-
1256324	OG0004390	0.6750000000000003	-
1257119	OG0004391	0.7000000000000003	-
1257985	OG0004379	0.7500000000000003	-
1258986	OG0004392	1.0500000000000005	+
1260682	OG0003389	1.0750000000000002	+
1262560	OG0003390	0.7750000000000004	-
1263596	OG0003429	1.0750000000000002	+
1266180	OG0003507	1.674999999999998	+
1268090	OG0000649	1.499999999999999	+
1269045	OG0000961	0.37500000000000006	-
1269754	OG0000962	0.225	-
1270774	OG0000963	0.24999999999999997	-
1272258	OG0000650	0.24999999999999997	-
1273275	OG0000651	0	-
1274012	OG0000652	0	-
1275166	OG0000653	0	-
1276377	OG0000654	0	-
1277334	OG0000655	0	-
1277944	OG0000656	0	-
1278548	OG0000964	0.025	-
1279416	OG0000657	0.125	-
1280045	OG0000058	0.3	-
1281055	OG0000965	0.325	-
1281990	OG0000966	0.05	-
1282600	OG0000967	0.025	-
1283178	OG0000968	0.025	-
1284237	OG0000969	0.05	-
1285260	OG0003122	0.05	-
1286476	OG0000970	0.05	-
1287509	OG0000971	0.025	-
1288408	OG0000972	0.07500000000000001	-
1291368	OG0000658	0.1	-
1294006	OG0000973	0.1	-
1295127	OG0000974	0.125	-
1295820	OG0000975	0.4500000000000001	-
1296774	OG0005412	0.4000000000000001	-
1298672	OG0005413	0.35000000000000003	-
1299715	OG0005414	0.35000000000000003	-
1300656	OG0005415	0.35000000000000003	-
1301512	OG0005416	0.37500000000000006	-
1302606	OG0005417	0.4000000000000001	-
1304130	OG0001641	0.5250000000000001	-
1304830	OG0003123	0.24999999999999997	-
1305605	OG0001642	0.2	-
1306675	OG0001643	0.125	-
1307838	OG0002880	0.125	-
1308642	OG0000976	0.225	-
1309761	OG0000977	0.6000000000000002	-
1310799	OG0003730	0.5250000000000001	-
1312865	OG0001644	0.6250000000000002	-
1315003	OG0001645	0.35000000000000003	-
1315431	OG0003508	0.4000000000000001	-
1315565	OG0003502	0.4000000000000001	-
1316858	OG0002881	0.5250000000000001	-
1318242	OG0000659	0.35000000000000003	-
1319171	OG0003124	0.3	-
1320143	OG0002882	0.24999999999999997	-
1321149	OG0002883	0.2	-
1321868	OG0002884	0.225	-
1322798	OG0002885	0.5250000000000001	-
1324525	OG0000348	0.8250000000000004	+
1325601	OG0002886	1.2249999999999996	+
1326332	OG0002887	1.0500000000000005	+
1326931	OG0002888	0.5750000000000002	-
1327504	OG0002889	0.5500000000000002	-
1328175	OG0001646	0.6500000000000002	-
1329222	OG0001647	0.7750000000000004	-
1329853	OG0000288	0.8750000000000004	+
1330402	OG0000262	0.7250000000000003	-
1330827	OG0003665	0.8500000000000004	+
1331701	OG0002890	0.37500000000000006	-
1332700	OG0001648	0.07500000000000001	-
1333988	OG0001649	0.07500000000000001	-
1335468	OG0001650	0.05	-
1337047	OG0001651	0.07500000000000001	-
1338542	OG0001652	0.07500000000000001	-
1339290	OG0001653	0.2	-
1340571	OG0003736	0.27499999999999997	-
1342167	OG0001654	0.37500000000000006	-
1342940	OG0001655	0.15	-
1343611	OG0001656	0.05	-
1344734	OG0001657	0.025	-
1345420	OG0000978	0.025	-
1347224	OG0000979	0.025	-
1349220	OG0001658	0.05	-
1350102	OG0003338	0.1	-
1350252	OG0002891	0.24999999999999997	-
1352032	OG0000980	0.24999999999999997	-
1353729	OG0002892	0.07500000000000001	-
1354576	OG0002893	0	-
1355261	OG0002894	0	-
1356006	OG0002895	0	-
1357120	OG0002896	0	-
1357682	OG0002897	0.025	-
1358080	OG0003239	0.07500000000000001	-
1358832	OG0001659	0.07500000000000001	-
1359383	OG0002898	0.175	-
1360610	OG0000981	0.35000000000000003	-
1362804	OG0002899	0.325	-
1364402	OG0002900	0.125	-
1365505	OG0002901	0.15	-
1366659	OG0004359	0.15	-
1367651	OG0004360	0.225	-
1369765	OG0004361	0.225	-
1372009	OG0004362	0.15	-
1373286	OG0004363	0.175	-
1374319	OG0002902	0.175	-
1375220	OG0002903	0.05	-
1376161	OG0002904	0.025	-
1377075	OG0002905	0.025	-
1378376	OG0001660	0.325	-
1379633	OG0002906	2.024999999999997	+
1379961	OG0007773	1.699999999999998	+
1380671	OG0002907	1.674999999999998	+
1381660	OG0002908	0.3	-
1382160	OG0002909	0	-
1382451	OG0002910	0.05	-
1382750	OG0003125	0.07500000000000001	-
1383093	OG0002911	0.27499999999999997	-
1384299	OG0003496	0.325	-
1385799	OG0000188	0.35000000000000003	-
1386906	OG0003471	0.27499999999999997	-
1387755	OG0003509	0.27499999999999997	-
1388733	OG0003444	0.35000000000000003	-
1389672	OG0003360	0.37500000000000006	-
1390603	OG0003445	0.35000000000000003	-
1392261	OG0003240	0.24999999999999997	-
1393721	OG0003446	0.325	-
1394606	OG0003430	0.325	-
1395644	OG0003472	0.225	-
1396647	OG0003447	0.15	-
1397999	OG0002912	0.1	-
1399225	OG0003126	0.025	-
1400674	OG0002913	0.07500000000000001	-
1401742	OG0002914	0.07500000000000001	-
1402596	OG0003127	0.05	-
1403418	OG0003128	0.125	-
1404392	OG0003391	0.47500000000000014	-
1407882	OG0002915	0.5500000000000002	-
1409255	OG0003129	0.5250000000000001	-
1410143	OG0003298	0.4250000000000001	-
1410797	OG0003299	0.4250000000000001	-
1411800	OG0003241	2.549999999999995	+
1412628	OG0001661	3.8499999999999903	+
1413611	OG0004670	3.5249999999999915	+
1414471	OG0004734	2.574999999999995	+
1414808	OG0004671	1.999999999999997	+
1415483	OG0003339	2.199999999999996	+
1416402	OG0003242	0.3	-
1417764	OG0003340	0.24999999999999997	-
1418617	OG0003379	0.1	-
1419420	OG0003341	0.175	-
1420703	OG0003300	0.325	-
1423150	OG0005069	0.24999999999999997	-
1423715	OG0003243	0.24999999999999997	-
1424639	OG0000159	0.07500000000000001	-
1427334	OG0003130	0.07500000000000001	-
1429503	OG0003244	0.025	-
1429844	OG0003245	0.05	-
1430660	OG0003246	0.175	-
1432682	OG0003247	0.24999999999999997	-
1434091	OG0003248	0.27499999999999997	-
1434355	OG0003249	2.3499999999999956	+
1438684	OG0003550	3.2999999999999923	+
1443123	OG0003392	3.149999999999993	+
1444154	OG0003724	1.4749999999999988	+
1444905	OG0003679	1.2749999999999997	+
1446247	OG0003628	1.2749999999999997	+
1447798	OG0003652	0.5500000000000002	-
1448788	OG0001662	0.325	-
1451243	OG0001663	0.6750000000000003	-
1453867	OG0002916	1.0750000000000002	+
1455183	OG0001664	1.1	+
1456417	OG0000349	1.4499999999999988	+
1457343	OG0002917	3.2249999999999925	+
1457939	OG0000184	2.9999999999999933	+
1459152	OG0002918	1.7499999999999978	+
1460502	OG0001666	0.37500000000000006	-
1462244	OG0001667	0.225	-
1463306	OG0002919	0.125	-
1463750	OG0000982	0.15	-
1464502	OG0001668	0.225	-
1465612	OG0001669	0.175	-
1466401	OG0002920	0.2	-
1467335	OG0001670	0.325	-
1468290	OG0002921	0.24999999999999997	-
1469236	OG0002922	0.07500000000000001	-
1470536	OG0002923	0.37500000000000006	-
1471715	OG0002924	1.3499999999999992	+
1473057	OG0000079	1.499999999999999	+
1474577	OG0002925	1.499999999999999	+
1475674	OG0002926	0.37500000000000006	-
1476652	OG0002927	0.05	-
1477510	OG0001671	0.1	-
1478641	OG0002928	0.3	-
1479826	OG0003301	0.325	-
1480115	OG0002929	0.225	-
1480457	OG0002930	0.125	-
1480938	OG0002931	0.4250000000000001	-
1482729	OG0000317	0.5000000000000001	-
1484552	OG0003132	1.3499999999999992	+
1485945	OG0000983	2.4499999999999953	+
1491904	OG0008774	2.1249999999999964	+
1492707	OG0008775	1.9249999999999972	+
1493358	OG0004946	1.949999999999997	+
1498346	OG0005328	2.299999999999996	+
1499176	OG0005418	1.7749999999999977	+
1499993	OG0005865	1.674999999999998	+
1500702	OG0003302	2.0999999999999965	+
1501584	OG0000660	1.2749999999999997	+
1502549	OG0002932	0.6000000000000002	-
1503416	OG0002933	0.1	-
1504100	OG0003133	0.125	-
1505220	OG0002934	0.225	-
1507859	OG0001672	0.47500000000000014	-
1510518	OG0001673	2.0749999999999966	+
1511897	OG0003134	1.974999999999997	+
1512891	OG0003250	0.4250000000000001	-
1514439	OG0003135	0.2	-
1516100	OG0003136	0.175	-
1516861	OG0003137	0.175	-
1517559	OG0003138	0.325	-
1517840	OG0004569	0.325	-
1518160	OG0004834	0.35000000000000003	-
1518670	OG0001675	0.35000000000000003	-
1520157	OG0001676	0.27499999999999997	-
1521231	OG0003139	0.24999999999999997	-
1521509	OG0003251	0.8250000000000004	+
1522177	OG0003252	1.8249999999999975	+
1523781	OG0000193	2.524999999999995	+
1526207	OG0003141	1.8499999999999976	+
1527765	OG0003142	1.2499999999999996	+
1530956	OG0001677	2.0749999999999966	+
1532297	OG0003253	2.4249999999999954	+
1533769	OG0000263	1.6249999999999982	+
1535392	OG0000429	1.0000000000000004	+
1535965	OG0003551	0.8000000000000004	-
1537433	OG0002935	0.6250000000000002	-
1539369	OG0003143	0.5750000000000002	-
1540137	OG0003473	0.8250000000000004	+
1540667	OG0003431	3.4499999999999917	+
1545863	OG0005897	3.5749999999999913	+
1546441	OG0005936	4.825000000000001	+
1548655	OG0008323	6.225000000000021	+
1549725	OG0007136	6.500000000000025	+
1550323	OG0008776	6.925000000000031	+
1550830	OG0010211	6.9000000000000306	+
1551596	OG0010212	6.9000000000000306	+
1552194	OG0005140	8.075000000000047	+
1552995	OG0003474	10.775000000000086	+
1553798	OG0003448	5.400000000000009	+
1554609	OG0000984	4.02499999999999	+
1555449	OG0003303	1.4499999999999988	+
1556828	OG0001678	1.5999999999999983	+
1558490	OG0000985	1.5999999999999983	+
1559517	OG0003254	1.6249999999999982	+
1560160	OG0003255	1.7999999999999976	+
1561381	OG0003144	1.7749999999999977	+
1562616	OG0002936	1.2749999999999997	+
1563991	OG0003256	1.1999999999999995	+
1564943	OG0003257	0.6250000000000002	-
1565705	OG0003258	0.6250000000000002	-
1566134	OG0003259	0.4500000000000001	-
1566467	OG0003260	0.5250000000000001	-
1567352	OG0004321	0.7250000000000003	-
1569979	OG0004337	0.7500000000000003	-
1570824	OG0004338	0.27499999999999997	-
1571755	OG0004329	0.37500000000000006	-
1572459	OG0000054	0.37500000000000006	-
1573302	OG0001679	0.4000000000000001	-
1574540	OG0000430	0.5250000000000001	-
1575308	OG0002937	1.424999999999999	+
1576020	OG0000431	1.724999999999998	+
1577994	OG0002938	1.9249999999999972	+
1579527	OG0003145	0.9000000000000005	+
1580332	OG0003146	0.5000000000000001	-
1580954	OG0003147	0.5250000000000001	-
1581822	OG0000432	0.8750000000000004	+
1583282	OG0000194	2.3249999999999957	+
1584826	OG0003897	3.4499999999999917	+
1586934	OG0005308	4.299999999999994	+
1597514	OG0004353	4.75	+
1599550	OG0004471	4.825000000000001	+
1601695	OG0004160	4.850000000000001	+
1601987	OG0004152	4.599999999999998	+
1603249	OG0004020	4.950000000000003	+
1604962	OG0004143	4.649999999999999	+
1605822	OG0004129	4.800000000000001	+
1606974	OG0003999	4.950000000000003	+
1608296	OG0004069	5.750000000000014	+
1609028	OG0006554	5.250000000000007	+
1609236	OG0004182	5.600000000000012	+
1610288	OG0004332	5.125000000000005	+
1611155	OG0004323	5.650000000000013	+
1611873	OG0004290	7.150000000000034	+
1614041	OG0004445	8.32500000000005	+
1616115	OG0000039	10.075000000000076	+
1617599	OG0005877	9.900000000000071	+
1618476	OG0010062	10.37500000000008	+
1620574	OG0008008	10.075000000000076	+
1621690	OG0000123	12.850000000000117	+
1622477	OG0000105	13.700000000000127	+
1623296	OG0000096	15.35000000000015	+
1623633	OG0004698	14.975000000000144	+
1624049	OG0000063	16.17500000000015	+
1624594	OG0000067	16.50000000000013	+
1624778	OG0003830	16.20000000000015	+
1624981	OG0003342	16.37500000000014	+
1625176	OG0004105	15.97500000000016	+
1625752	OG0000080	13.17500000000012	+
1625938	OG0000085	10.875000000000089	+
1627363	OG0000034	9.600000000000067	+
1628805	OG0004014	7.675000000000042	+
1629598	OG0000106	5.125000000000005	+
1630935	OG0003661	4.474999999999996	+
1633040	OG0003393	1.8249999999999975	+
1633508	OG0003304	1.0000000000000004	+
1633994	OG0003261	0.5250000000000001	-
1634650	OG0003305	0.5750000000000002	-
1635247	OG0003306	1.2499999999999996	+
1638511	OG0005389	1.4499999999999988	+
1640780	OG0003497	1.3749999999999991	+
1641518	OG0003307	0.4000000000000001	-
1642295	OG0002939	0.2	-
1643426	OG0000986	0.1	-
1644354	OG0002940	0.15	-
1645437	OG0000987	0.15	-
1646628	OG0001680	0.15	-
1647808	OG0002941	0.125	-
1649014	OG0001681	0.1	-
1649854	OG0001682	0.05	-
1650468	OG0001683	0.1	-
1650802	OG0001684	0.2	-
1651914	OG0001685	0.325	-
1653150	OG0000661	0.175	-
1654621	OG0001686	0.125	-
1656383	OG0001687	0	-
1657732	OG0001688	0.025	-
1658821	OG0001689	0.025	-
1659346	OG0001690	0.025	-
1660002	OG0002942	0.125	-
1661016	OG0000988	0.15	-
1662207	OG0001691	0.07500000000000001	-
1663370	OG0000662	0.07500000000000001	-
1665038	OG0000989	0.1	-
1666647	OG0001692	0.07500000000000001	-
1668090	OG0001693	0.225	-
1669521	OG0000141	0.3	-
1670879	OG0000202	0.3	-
1672468	OG0000190	0.2	-
1674053	OG0001694	0.125	-
1674966	OG0000990	0.125	-
1675976	OG0002943	0.2	-
1677461	OG0000253	0.15	-
1678853	OG0001695	0.125	-
1680043	OG0002944	0.1	-
1681100	OG0001696	0.125	-
1682368	OG0001697	0.07500000000000001	-
1682782	OG0001698	0.025	-
1683369	OG0001699	0	-
1683949	OG0001700	0.025	-
1685394	OG0001701	0.15	-
1687088	OG0000991	0.175	-
1687931	OG0001702	0.07500000000000001	-
1688592	OG0001703	0.025	-
1689257	OG0001704	0.125	-
1690937	OG0000992	0.125	-
1692096	OG0001705	0.07500000000000001	-
1692873	OG0001706	0.025	-
1694002	OG0001707	0.025	-
1695096	OG0001708	0	-
1695644	OG0001709	0	-
1696464	OG0001710	0	-
1697526	OG0001711	0.025	-
1698024	OG0001712	0.025	-
1698560	OG0001713	0	-
1699109	OG0001714	0.07500000000000001	-
1700544	OG0000254	0.175	-
1701811	OG0000142	0.175	-
1702601	OG0000993	0.15	-
1703217	OG0003380	0.05	-
1703739	OG0001715	0.05	-
1704624	OG0001716	0.025	-
1705457	OG0001717	0.025	-
1706087	OG0001718	0.07500000000000001	-
1706956	OG0001719	0.07500000000000001	-
1707878	OG0001720	0.025	-
1708710	OG0001721	0	-
1709731	OG0001722	0.05	-
1710526	OG0002945	0.07500000000000001	-
1711382	OG0002946	0.1	-
1712358	OG0002947	0.1	-
1713542	OG0002948	0.05	-
1715013	OG0002949	0.025	-
1715947	OG0001723	0.025	-
1717169	OG0001724	0.025	-
1718525	OG0000350	0.05	-
1719879	OG0001725	0.175	-
1720960	OG0000663	0.325	-
1722156	OG0003262	0.27499999999999997	-
1722982	OG0003263	0.175	-
1723706	OG0003264	0.15	-
1724423	OG0003265	0.2	-
1725806	OG0000302	0.24999999999999997	-
1727191	OG0002950	0.2	-
1728064	OG0001726	0.025	-
1729433	OG0001727	0	-
1730568	OG0001728	0	-
1731252	OG0001729	0	-
1732111	OG0001730	0.05	-
1732942	OG0000994	0.1	-
1734184	OG0000995	0.125	-
1735168	OG0001731	0.1	-
1736294	OG0001732	0.05	-
1737231	OG0003449	0.025	-
1738058	OG0001733	0.025	-
1738457	OG0001734	0	-
1740187	OG0001735	0.05	-
1742485	OG0001736	0.3	-
1743648	OG0003266	0.27499999999999997	-
1744533	OG0002951	0.2	-
1745999	OG0000996	0.24999999999999997	-
1747077	OG0000997	0.225	-
1747920	OG0001737	0.15	-
1749242	OG0000255	0.15	-
1750629	OG0000998	0.325	-
1751703	OG0002952	0.47500000000000014	-
1752350	OG0004085	0.35000000000000003	-
1752857	OG0002953	0.37500000000000006	-
1753728	OG0002954	0.175	-
1754896	OG0002955	0.1	-
1755684	OG0003148	0.175	-
1756711	OG0002956	0.24999999999999997	-
1758780	OG0001738	0.175	-
1760718	OG0001739	0.025	-
1761815	OG0001740	0.025	-
1762565	OG0002957	0.025	-
1763383	OG0001741	0.07500000000000001	-
1764520	OG0001742	0.15	-
1765356	OG0001743	0.125	-
1766040	OG0001744	0.05	-
1766690	OG0001745	0.125	-
1767518	OG0001746	0.175	-
1768258	OG0001747	0.1	-
1769606	OG0001748	0.05	-
1771306	OG0001749	0.025	-
1772427	OG0001750	0	-
1772756	OG0001751	0.025	-
1773169	OG0002958	0.025	-
1774462	OG0001752	0.15	-
1776068	OG0000110	0.15	-
1777206	OG0003537	0.175	-
1777692	OG0000433	0.125	-
1778822	OG0000999	0.05	-
1779533	OG0001000	0.05	-
1780214	OG0000434	0.07500000000000001	-
1780953	OG0001001	0.1	-
1781702	OG0001002	0.05	-
1782495	OG0001003	0.05	-
1783618	OG0001004	0.175	-
1784492	OG0002959	0.225	-
1785937	OG0001005	0.2	-
1787494	OG0001006	0.05	-
1788562	OG0000664	0.05	-
1789761	OG0000665	0.05	-
1790367	OG0001007	0.1	-
1791272	OG0001008	0.125	-
1792196	OG0001753	0.07500000000000001	-
